Analysis: Scenario 1,,,,,,,,,,,,,,,,,,,
Length Units,centimeter,,,,,,,,,,,,,,,,,,
0, x, y, z, x-axis value,(1) Velocity Magnitude(cm/s),(2) Vx-Velocity(cm/s),(3) Vy-Velocity(cm/s),(4) Vz-Velocity(cm/s),(5) Static Pressure(dyne/cm2),(6) Temperature(Celsius),(7) Scalar variable(),(8) Density(g/cm3),(9) Viscosity(poise),(10) Shear Stress XY (Tau-XY)(dyne/cm2),(11) Shear Stress YZ (Tau-YZ)(dyne/cm2),(12) Shear Stress ZX (Tau-ZX)(dyne/cm2),(13) Shear Stress (Tau) Magnitude(dyne/cm2),(14) Wall Film Coefficients(W/cm2/K),(15) Wall Heat Flux(W/cm2)
587,-0.187877,-2.49988,-3.78315,3.15087,1307.2,-62.6142,-21.5346,1304.06,372.498,0,0,0.00120473,0.0001817,-0.04159,1.55102,-0.00611364,1.55446,0,0
588,-0.185645,-2.50001,-3.78853,3.15669,1306.99,-62.0805,-22.6487,1303.86,368.507,0,0,0.00120473,0.0001817,-0.0419506,1.55609,-0.000877156,1.55909,0,0
589,-0.183413,-2.50014,-3.79391,3.16252,1306.78,-61.5469,-23.7629,1303.65,364.516,0,0,0.00120473,0.0001817,-0.0423111,1.56117,0.00435949,1.56372,0,0
590,-0.181181,-2.50028,-3.79929,3.16835,1310.04,-61.1951,-24.4266,1305.32,360.544,0,0,0.00120473,0.0001817,-0.0428587,1.56244,0.00805516,1.56462,0,0
591,-0.178949,-2.50041,-3.80467,3.17417,1325.62,-61.4869,-23.4965,1313.61,356.639,0,0,0.00120473,0.0001817,-0.0440679,1.55026,0.00629858,1.55234,0,0
592,-0.176718,-2.50054,-3.81005,3.18,1341.2,-61.7789,-22.5664,1321.91,352.734,0,0,0.00120473,0.0001817,-0.0452772,1.53807,0.00454185,1.54005,0,0
593,-0.174486,-2.50068,-3.81543,3.18583,1356.78,-62.0707,-21.6362,1330.2,348.828,0,0,0.00120473,0.0001817,-0.0464864,1.52588,0.00278529,1.52777,0,0
594,-0.172254,-2.50081,-3.82081,3.19165,1372.35,-62.3626,-20.7061,1338.5,344.922,0,0,0.00120473,0.0001817,-0.0476957,1.5137,0.00102873,1.51548,0,0
595,-0.170022,-2.50094,-3.82619,3.19748,1387.93,-62.6544,-19.7759,1346.79,341.017,0,0,0.00120473,0.0001817,-0.0489049,1.50151,-0.000727838,1.5032,0,0
596,-0.16779,-2.50108,-3.83157,3.20331,1401.66,-62.8432,-19.0901,1354.08,337.048,0,0,0.00120473,0.0001817,-0.0499055,1.49079,-0.00219829,1.4924,0,0
597,-0.165559,-2.50121,-3.83695,3.20913,1404.69,-62.4359,-19.818,1355.52,332.71,0,0,0.00120473,0.0001817,-0.0496992,1.48856,-0.00201341,1.4902,0,0
598,-0.163327,-2.50134,-3.84233,3.21496,1407.72,-62.0287,-20.546,1356.96,328.373,0,0,0.00120473,0.0001817,-0.049493,1.48633,-0.00182867,1.488,0,0
599,-0.161095,-2.50147,-3.84771,3.22079,1410.75,-61.6214,-21.2739,1358.41,324.036,0,0,0.00120473,0.0001817,-0.0492867,1.4841,-0.00164375,1.48581,0,0
600,-0.158863,-2.50161,-3.8531,3.22661,1413.78,-61.2141,-22.0019,1359.85,319.698,0,0,0.00120473,0.0001817,-0.0490804,1.48187,-0.00145886,1.48361,0,0
601,-0.156631,-2.50174,-3.85848,3.23244,1416.82,-60.8068,-22.7298,1361.29,315.361,0,0,0.00120473,0.0001817,-0.0488741,1.47964,-0.00127398,1.48141,0,0
602,-0.152907,-2.50187,-3.86199,3.23757,1417.53,-60.2016,-23.3739,1361.49,312.766,0,0,0.00120473,0.0001817,-0.0483225,1.47843,-0.00192818,1.48022,0,0
603,-0.149182,-2.50199,-3.86551,3.24269,1418.25,-59.5965,-24.018,1361.69,310.172,0,0,0.00120473,0.0001817,-0.0477709,1.47723,-0.00258239,1.47903,0,0
604,-0.145458,-2.50212,-3.86903,3.24782,1418.97,-58.9914,-24.6621,1361.89,307.578,0,0,0.00120473,0.0001817,-0.0472194,1.47602,-0.00323659,1.47784,0,0
605,-0.141733,-2.50225,-3.87255,3.25294,1419.69,-58.3862,-25.3063,1362.09,304.983,0,0,0.00120473,0.0001817,-0.0466678,1.47481,-0.0038908,1.47665,0,0
606,-0.138008,-2.50237,-3.87607,3.25807,1402.45,-56.7183,-24.0935,1352.78,302.139,0,0,0.00120473,0.0001817,-0.047976,1.49485,-0.00248626,1.49674,0,0
607,-0.134284,-2.5025,-3.87959,3.26319,1382.86,-54.9113,-22.6377,1342.23,299.261,0,0,0.00120473,0.0001817,-0.0495276,1.51767,-0.00081216,1.51961,0,0
608,-0.130559,-2.50263,-3.88311,3.26832,1363.28,-53.1044,-21.1819,1331.67,296.383,0,0,0.00120473,0.0001817,-0.0510792,1.54049,0.000861786,1.54248,0,0
609,-0.126835,-2.50275,-3.88663,3.27344,1343.69,-51.2974,-19.7261,1321.12,293.506,0,0,0.00120473,0.0001817,-0.0526307,1.56332,0.00253574,1.56536,0,0
610,-0.12311,-2.50288,-3.89015,3.27857,1324.11,-49.4905,-18.2704,1310.57,290.628,0,0,0.00120473,0.0001817,-0.0541823,1.58614,0.00420968,1.58823,0,0
611,-0.119386,-2.503,-3.89367,3.2837,1304.52,-47.6835,-16.8145,1300.01,287.75,0,0,0.00120473,0.0001817,-0.0557341,1.60896,0.00588384,1.61111,0,0
612,-0.115661,-2.50313,-3.89719,3.28882,1299.24,-46.6819,-16.4912,1297.57,284.857,0,0,0.00120473,0.0001817,-0.0555246,1.61112,0.00569028,1.61329,0,0
613,-0.111936,-2.50326,-3.9007,3.29395,1300.47,-46.046,-16.682,1298.8,281.955,0,0,0.00120473,0.0001817,-0.0545156,1.60389,0.00464893,1.60609,0,0
614,-0.108212,-2.50338,-3.90422,3.29907,1301.69,-45.4101,-16.8728,1300.04,279.054,0,0,0.00120473,0.0001817,-0.0535066,1.59666,0.00360758,1.59888,0,0
615,-0.104487,-2.50351,-3.90774,3.3042,1302.91,-44.7742,-17.0635,1301.27,276.153,0,0,0.00120473,0.0001817,-0.0524976,1.58944,0.00256623,1.59168,0,0
616,-0.100763,-2.50364,-3.91126,3.30932,1304.13,-44.1381,-17.2541,1302.5,273.251,0,0,0.00120473,0.0001817,-0.0514888,1.58221,0.00152522,1.58447,0,0
617,-0.097038,-2.50376,-3.91478,3.31445,1305.35,-43.5022,-17.4449,1303.74,270.35,0,0,0.00120473,0.0001817,-0.0504798,1.57498,0.000483865,1.57727,0,0
618,-0.0933134,-2.50389,-3.9183,3.31958,1306.58,-42.8663,-17.6357,1304.97,267.448,0,0,0.00120473,0.0001817,-0.0494708,1.56776,-0.000557486,1.57006,0,0
619,-0.0895888,-2.50402,-3.92182,3.3247,1307.8,-42.2304,-17.8265,1306.21,264.547,0,0,0.00120473,0.0001817,-0.0484618,1.56053,-0.00159884,1.56285,0,0
620,-0.0858643,-2.50414,-3.92534,3.32983,1309.02,-41.5945,-18.0173,1307.44,261.646,0,0,0.00120473,0.0001817,-0.0474528,1.5533,-0.00264019,1.55565,0,0
621,-0.0821397,-2.50427,-3.92886,3.33495,1310.25,-40.9586,-18.2081,1308.68,258.744,0,0,0.00120473,0.0001817,-0.0464438,1.54608,-0.00368154,1.54844,0,0
622,-0.0765664,-2.50437,-3.92939,3.34055,1310.12,-40.2567,-18.8384,1308.57,258.856,0,0,0.00120473,0.0001817,-0.0450907,1.5423,-0.00585538,1.54466,0,0
623,-0.0709932,-2.50448,-3.92993,3.34615,1309.99,-39.5548,-19.4688,1308.47,258.969,0,0,0.00120473,0.0001817,-0.0437376,1.53853,-0.00802925,1.54088,0,0
624,-0.06542,-2.50459,-3.93046,3.35175,1309.87,-38.8529,-20.0992,1308.37,259.081,0,0,0.00120473,0.0001817,-0.0423845,1.53476,-0.0102031,1.5371,0,0
625,-0.0598468,-2.50469,-3.931,3.35735,1309.74,-38.151,-20.7295,1308.26,259.193,0,0,0.00120473,0.0001817,-0.0410313,1.53099,-0.012377,1.53332,0,0
626,-0.0542735,-2.5048,-3.93153,3.36295,1309.61,-37.4491,-21.3599,1308.16,259.305,0,0,0.00120473,0.0001817,-0.0396782,1.52722,-0.0145508,1.52954,0,0
627,-0.0487003,-2.50491,-3.93207,3.36855,1309.49,-36.7472,-21.9902,1308.05,259.417,0,0,0.00120473,0.0001817,-0.0383251,1.52344,-0.0167247,1.52576,0,0
628,-0.0431271,-2.50501,-3.9326,3.37415,1309.36,-36.0454,-22.6206,1307.95,259.53,0,0,0.00120473,0.0001817,-0.0369719,1.51967,-0.0188985,1.52197,0,0
629,-0.0375539,-2.50512,-3.93314,3.37975,1308.57,-36.2219,-22.3095,1306.82,259.546,0,0,0.00120473,0.0001817,-0.0327736,1.50823,-0.0289044,1.5106,0,0
630,-0.0319806,-2.50523,-3.93368,3.38535,1307.18,-37.2023,-21.1371,1304.75,259.473,0,0,0.00120473,0.0001817,-0.0259719,1.48978,-0.0460762,1.49228,0,0
631,-0.0264074,-2.50533,-3.93421,3.39095,1305.79,-38.1826,-19.9648,1302.69,259.402,0,0,0.00120473,0.0001817,-0.0191703,1.47133,-0.0632478,1.47396,0,0
632,-0.0208342,-2.50544,-3.93475,3.39655,1302.89,-39.237,-18.5595,1298.93,259.145,0,0,0.00120473,0.0001817,-0.0134528,1.45668,-0.0767848,1.45937,0,0
633,-0.015261,-2.50554,-3.93528,3.40215,1293.18,-40.6266,-16.1031,1287.56,258.055,0,0,0.00120473,0.0001817,-0.0126334,1.45918,-0.0738993,1.46161,0,0
634,-0.00968775,-2.50565,-3.93582,3.40775,1283.47,-42.0161,-13.6468,1276.19,256.964,0,0,0.00120473,0.0001817,-0.011814,1.46168,-0.0710137,1.46385,0,0
635,-0.00411452,-2.50576,-3.93635,3.41335,1273.76,-43.4057,-11.1905,1264.82,255.874,0,0,0.00120473,0.0001817,-0.0109946,1.46418,-0.0681281,1.46609,0,0
636,0.0014587,-2.50586,-3.93689,3.41895,1264.04,-44.7952,-8.73423,1253.45,254.784,0,0,0.00120473,0.0001817,-0.0101752,1.46668,-0.0652426,1.46833,0,0
637,0.00703193,-2.50597,-3.93742,3.42455,1261.56,-43.8282,-8.60395,1250.89,254.785,0,0,0.00120473,0.0001817,-0.00911947,1.48072,-0.0628219,1.48233,0,0
638,0.0126052,-2.50608,-3.93796,3.43015,1259.11,-42.8479,-8.48687,1248.38,254.792,0,0,0.00120473,0.0001817,-0.00806244,1.49482,-0.0604038,1.49639,0,0
639,0.0181784,-2.50618,-3.93849,3.43575,1256.66,-41.8675,-8.36984,1245.86,254.799,0,0,0.00120473,0.0001817,-0.00700545,1.50893,-0.0579858,1.51045,0,0
640,0.0237516,-2.50629,-3.93903,3.44135,1254.22,-40.8872,-8.25282,1243.35,254.806,0,0,0.00120473,0.0001817,-0.00594846,1.52303,-0.0555677,1.52451,0,0
641,0.0293248,-2.5064,-3.93956,3.44695,1251.77,-39.9069,-8.13574,1240.84,254.813,0,0,0.00120473,0.0001817,-0.00489142,1.53714,-0.0531496,1.53856,0,0
642,0.0324085,-2.50642,-3.93788,3.45046,1249.36,-39.0623,-8.41934,1238.59,256.088,0,0,0.00120473,0.0001817,-0.0046779,1.54456,-0.0520765,1.54595,0,0
643,0.0354923,-2.50644,-3.9362,3.45397,1245.91,-38.0656,-8.54064,1235.31,256.734,0,0,0.00120473,0.0001817,-0.00450127,1.54964,-0.0512083,1.55101,0,0
644,0.038576,-2.50647,-3.93452,3.45749,1242.45,-37.069,-8.66157,1232.03,257.38,0,0,0.00120473,0.0001817,-0.00432459,1.55473,-0.0503404,1.55607,0,0
645,0.0416597,-2.50649,-3.93284,3.461,1238.99,-36.0724,-8.78251,1228.74,258.027,0,0,0.00120473,0.0001817,-0.00414791,1.55981,-0.0494724,1.56112,0,0
646,0.0447434,-2.50652,-3.93116,3.46451,1235.54,-35.0757,-8.90381,1225.46,258.673,0,0,0.00120473,0.0001817,-0.00397127,1.5649,-0.0486043,1.56618,0,0
647,0.0478271,-2.50654,-3.92948,3.46802,1232.08,-34.0791,-9.02479,1222.18,259.32,0,0,0.00120473,0.0001817,-0.00379463,1.56999,-0.0477364,1.57124,0,0
648,0.0509108,-2.50656,-3.9278,3.47154,1228.62,-33.0825,-9.14572,1218.89,259.966,0,0,0.00120473,0.0001817,-0.00361795,1.57507,-0.0468684,1.57629,0,0
649,0.0539946,-2.50659,-3.92612,3.47505,1225.17,-32.0858,-9.26702,1215.61,260.612,0,0,0.00120473,0.0001817,-0.00344131,1.58016,-0.0460002,1.58135,0,0
650,0.0570783,-2.50661,-3.92444,3.47856,1221.71,-31.0892,-9.38795,1212.32,261.258,0,0,0.00120473,0.0001817,-0.00326463,1.58525,-0.0451323,1.5864,0,0
651,0.060162,-2.50664,-3.92276,3.48207,1218.25,-30.0925,-9.50889,1209.04,261.905,0,0,0.00120473,0.0001817,-0.00308795,1.59033,-0.0442643,1.59146,0,0
652,0.0632457,-2.50666,-3.92108,3.48558,1214.8,-29.0959,-9.63019,1205.76,262.551,0,0,0.00120473,0.0001817,-0.00291131,1.59542,-0.0433962,1.59652,0,0
653,0.0663294,-2.50669,-3.91939,3.4891,1211.34,-28.0993,-9.75112,1202.47,263.197,0,0,0.00120473,0.0001817,-0.00273463,1.6005,-0.0425282,1.60157,0,0
654,0.0694131,-2.50671,-3.91771,3.49261,1207.88,-27.1026,-9.87242,1199.19,263.844,0,0,0.00120473,0.0001817,-0.002558,1.60559,-0.0416601,1.60663,0,0
655,0.0724969,-2.50673,-3.91603,3.49612,1204.43,-26.106,-9.99335,1195.91,264.49,0,0,0.00120473,0.0001817,-0.00238132,1.61068,-0.0407921,1.61169,0,0
656,0.0755806,-2.50676,-3.91435,3.49963,1200.97,-25.1093,-10.1143,1192.62,265.136,0,0,0.00120473,0.0001817,-0.00220468,1.61576,-0.0399242,1.61674,0,0
657,0.0786643,-2.50678,-3.91267,3.50315,1197.51,-24.1127,-10.2356,1189.34,265.783,0,0,0.00120473,0.0001817,-0.00202804,1.62085,-0.039056,1.6218,0,0
658,0.081748,-2.50681,-3.91099,3.50666,1194.05,-23.116,-10.3566,1186.06,266.429,0,0,0.00120473,0.0001817,-0.00185136,1.62594,-0.0381881,1.62685,0,0
659,0.0848317,-2.50683,-3.90931,3.51017,1190.6,-22.1194,-10.4775,1182.77,267.075,0,0,0.00120473,0.0001817,-0.00167468,1.63102,-0.0373201,1.63191,0,0
660,0.0879154,-2.50686,-3.90763,3.51368,1187.14,-21.1227,-10.5988,1179.49,267.722,0,0,0.00120473,0.0001817,-0.00149804,1.63611,-0.036452,1.63697,0,0
661,0.0909992,-2.50688,-3.90595,3.51719,1183.68,-20.1261,-10.7197,1176.2,268.368,0,0,0.00120473,0.0001817,-0.00132136,1.64119,-0.035584,1.64202,0,0
662,0.0925695,-2.50685,-3.90253,3.52096,1181.38,-19.3451,-11.3595,1174.23,270.834,0,0,0.00120473,0.0001817,-0.00168418,1.6451,-0.0353258,1.64591,0,0
663,0.0941399,-2.50681,-3.89911,3.52472,1179.08,-18.564,-11.9997,1172.25,273.299,0,0,0.00120473,0.0001817,-0.00204704,1.649,-0.0350673,1.64979,0,0
664,0.0957102,-2.50678,-3.89569,3.52848,1176.78,-17.7829,-12.6394,1170.28,275.765,0,0,0.00120473,0.0001817,-0.00240982,1.65291,-0.034809,1.65367,0,0
665,0.0972805,-2.50675,-3.89227,3.53224,1174.47,-17.0019,-13.2792,1168.3,278.231,0,0,0.00120473,0.0001817,-0.00277264,1.65681,-0.0345507,1.65755,0,0
666,0.0988509,-2.50672,-3.88885,3.53601,1172.18,-16.2208,-13.9193,1166.32,280.697,0,0,0.00120473,0.0001817,-0.0031355,1.66072,-0.0342923,1.66144,0,0
667,0.100421,-2.50668,-3.88543,3.53977,1169.87,-15.4397,-14.5591,1164.35,283.162,0,0,0.00120473,0.0001817,-0.00349828,1.66462,-0.034034,1.66532,0,0
668,0.101992,-2.50665,-3.88201,3.54353,1167.57,-14.6587,-15.1988,1162.37,285.628,0,0,0.00120473,0.0001817,-0.0038611,1.66853,-0.0337757,1.6692,0,0
669,0.103562,-2.50662,-3.87859,3.54729,1176.41,-13.308,-17.3691,1168.59,288.244,0,0,0.00120473,0.0001817,-0.00432155,1.66555,-0.0319199,1.66616,0,0
670,0.105132,-2.50659,-3.87518,3.55106,1191.25,-11.6502,-20.3642,1179.22,290.942,0,0,0.00120473,0.0001817,-0.0048346,1.65887,-0.0292029,1.65938,0,0
671,0.106703,-2.50655,-3.87176,3.55482,1206.09,-9.99251,-23.3594,1189.85,293.639,0,0,0.00120473,0.0001817,-0.00534766,1.65219,-0.026486,1.65261,0,0
672,0.108273,-2.50652,-3.86834,3.55858,1220.93,-8.33482,-26.3542,1200.48,296.336,0,0,0.00120473,0.0001817,-0.00586065,1.6455,-0.0237692,1.64583,0,0
673,0.109843,-2.50649,-3.86492,3.56235,1218.14,-7.546,-25.8969,1197.79,298.902,0,0,0.00120473,0.0001817,-0.00581712,1.64625,-0.0228593,1.64655,0,0
674,0.111414,-2.50646,-3.8615,3.56611,1213.67,-6.84077,-25.1079,1193.83,301.456,0,0,0.00120473,0.0001817,-0.00572012,1.64771,-0.0221232,1.64799,0,0
675,0.112984,-2.50642,-3.85808,3.56987,1209.19,-6.13549,-24.3188,1189.87,304.009,0,0,0.00120473,0.0001817,-0.00562308,1.64917,-0.021387,1.64943,0,0
676,0.114554,-2.50639,-3.85466,3.57363,1204.71,-5.4302,-23.5296,1185.9,306.563,0,0,0.00120473,0.0001817,-0.00552605,1.65063,-0.0206508,1.65087,0,0
677,0.116125,-2.50636,-3.85124,3.5774,1200.23,-4.72496,-22.7405,1181.94,309.116,0,0,0.00120473,0.0001817,-0.00542904,1.65209,-0.0199147,1.65232,0,0
678,0.117695,-2.50633,-3.84782,3.58116,1195.75,-4.01967,-21.9514,1177.97,311.67,0,0,0.00120473,0.0001817,-0.00533201,1.65355,-0.0191785,1.65375,0,0
679,0.119265,-2.50629,-3.8444,3.58492,1191.27,-3.31437,-21.1622,1174.01,314.223,0,0,0.00120473,0.0001817,-0.00523497,1.65501,-0.0184423,1.65519,0,0
680,0.120836,-2.50626,-3.84098,3.58868,1186.79,-2.60916,-20.3732,1170.05,316.777,0,0,0.00120473,0.0001817,-0.00513796,1.65647,-0.0177062,1.65664,0,0
681,0.122406,-2.50623,-3.83757,3.59245,1173.83,-1.91779,-21.7083,1167.32,319.582,0,0,0.00120473,0.0001817,-0.00683486,1.67403,-0.0184883,1.67423,0,0
682,0.124611,-2.5062,-3.83346,3.59711,1164.86,-1.02639,-22.2039,1164.55,322.839,0,0,0.00120473,0.0001817,-0.008262,1.68448,-0.0172172,1.68473,0,0
683,0.126815,-2.50616,-3.82935,3.60177,1162.44,-0.147078,-21.5198,1162.14,326.023,0,0,0.00120473,0.0001817,-0.00894069,1.68397,-0.014157,1.68425,0,0
684,0.12902,-2.50613,-3.82525,3.60643,1160.03,0.732312,-20.8358,1159.73,329.207,0,0,0.00120473,0.0001817,-0.00961951,1.68345,-0.0110968,1.68377,0,0
685,0.131224,-2.5061,-3.82114,3.61109,1157.61,1.61162,-20.1518,1157.32,332.391,0,0,0.00120473,0.0001817,-0.0102982,1.68293,-0.00803661,1.68329,0,0
686,0.133429,-2.50606,-3.81704,3.61575,1155.19,2.49101,-19.4677,1154.9,335.575,0,0,0.00120473,0.0001817,-0.010977,1.68241,-0.00497639,1.68281,0,0
687,0.135634,-2.50603,-3.81293,3.62041,1152.77,3.37032,-18.7837,1152.49,338.759,0,0,0.00120473,0.0001817,-0.0116557,1.68189,-0.00191624,1.68233,0,0
688,0.137838,-2.506,-3.80883,3.62507,1150.35,4.24971,-18.0997,1150.08,341.943,0,0,0.00120473,0.0001817,-0.0123345,1.68137,0.001144,1.68185,0,0
689,0.140043,-2.50596,-3.80472,3.62973,1147.94,5.12902,-17.4156,1147.67,345.127,0,0,0.00120473,0.0001817,-0.0130132,1.68085,0.00420415,1.68137,0,0
690,0.142247,-2.50593,-3.80061,3.63439,1145.52,6.00841,-16.7316,1145.25,348.311,0,0,0.00120473,0.0001817,-0.0136921,1.68033,0.00726438,1.68089,0,0
691,0.144452,-2.50589,-3.79651,3.63905,1143.1,6.88772,-16.0476,1142.84,351.495,0,0,0.00120473,0.0001817,-0.0143707,1.67981,0.0103245,1.68041,0,0
692,0.146656,-2.50586,-3.7924,3.64371,1140.68,7.76711,-15.3636,1140.43,354.679,0,0,0.00120473,0.0001817,-0.0150496,1.67929,0.0133848,1.67993,0,0
693,0.148861,-2.50583,-3.7883,3.64837,1138.26,8.6465,-14.6795,1138.01,357.863,0,0,0.00120473,0.0001817,-0.0157284,1.67877,0.016445,1.67945,0,0
694,0.151066,-2.50579,-3.78419,3.65303,1135.85,9.52581,-13.9955,1135.6,361.047,0,0,0.00120473,0.0001817,-0.0164071,1.67825,0.0195051,1.67896,0,0
695,0.15327,-2.50576,-3.78009,3.65769,1135.38,10.3933,-12.976,1133.52,364.286,0,0,0.00120473,0.0001817,-0.0169158,1.67369,0.0222643,1.67447,0,0
696,0.155475,-2.50573,-3.77598,3.66235,1129.89,10.9944,-12.8004,1129.52,367.367,0,0,0.00120473,0.0001817,-0.0178534,1.67266,0.0232038,1.67361,0,0
697,0.157679,-2.50569,-3.77187,3.66701,1131.2,11.7621,-12.2405,1130.79,370.404,0,0,0.00120473,0.0001817,-0.0184823,1.66437,0.026957,1.66569,0,0
698,0.159884,-2.50566,-3.76777,3.67167,1132.52,12.5299,-11.6805,1132.07,373.44,0,0,0.00120473,0.0001817,-0.019111,1.65608,0.030711,1.65777,0,0
699,0.162088,-2.50563,-3.76366,3.67633,1133.84,13.2976,-11.1206,1133.34,376.477,0,0,0.00120473,0.0001817,-0.0197399,1.6478,0.0344642,1.64984,0,0
700,0.164293,-2.50559,-3.75956,3.68099,1135.15,14.0654,-10.5607,1134.62,379.513,0,0,0.00120473,0.0001817,-0.0203686,1.63951,0.0382181,1.64192,0,0
701,0.166498,-2.50556,-3.75545,3.68565,1136.47,14.8331,-10.0008,1135.89,382.55,0,0,0.00120473,0.0001817,-0.0209975,1.63122,0.0419713,1.634,0,0
702,0.163807,-2.50544,-3.75124,3.69065,1134.97,14.8256,-9.08434,1134.55,387.037,0,0,0.00120473,0.0001817,-0.0216081,1.63469,0.0434441,1.63709,0,0
703,0.161117,-2.50532,-3.74703,3.69564,1133.48,14.818,-8.16785,1133.21,391.525,0,0,0.00120473,0.0001817,-0.0222185,1.63816,0.0449177,1.64019,0,0
704,0.158427,-2.5052,-3.74282,3.70064,1126.68,14.7824,-7.29463,1126.47,395.544,0,0,0.00120473,0.0001817,-0.0232158,1.63905,0.0437901,1.64062,0,0
705,0.155737,-2.50508,-3.73861,3.70564,1117.69,14.695,-6.47247,1117.49,399.314,0,0,0.00120473,0.0001817,-0.0244009,1.63732,0.0412971,1.63844,0,0
706,0.153047,-2.50496,-3.73441,3.71064,1117.96,14.3938,-5.79297,1117.76,403.525,0,0,0.00120473,0.0001817,-0.0251033,1.62985,0.0413748,1.631,0,0
707,0.150356,-2.50484,-3.7302,3.71563,1118.23,14.0926,-5.1134,1118.03,407.736,0,0,0.00120473,0.0001817,-0.0258057,1.62238,0.0414526,1.62356,0,0
708,0.147666,-2.50472,-3.72599,3.72063,1118.5,13.7913,-4.4339,1118.31,411.948,0,0,0.00120473,0.0001817,-0.0265081,1.61491,0.0415303,1.61611,0,0
709,0.144976,-2.5046,-3.72178,3.72563,1118.77,13.4901,-3.75441,1118.58,416.159,0,0,0.00120473,0.0001817,-0.0272104,1.60744,0.0416081,1.60867,0,0
710,0.142286,-2.50448,-3.71757,3.73062,1119.05,13.1888,-3.07487,1118.85,420.37,0,0,0.00120473,0.0001817,-0.0279128,1.59997,0.0416858,1.60123,0,0
711,0.139596,-2.50436,-3.71336,3.73562,1119.32,12.8876,-2.39537,1119.13,424.581,0,0,0.00120473,0.0001817,-0.0286152,1.59251,0.0417635,1.59378,0,0
712,0.136905,-2.50423,-3.70915,3.74062,1119.59,12.5863,-1.71584,1119.4,428.793,0,0,0.00120473,0.0001817,-0.0293176,1.58504,0.0418413,1.58634,0,0
713,0.134215,-2.50411,-3.70494,3.74561,1119.86,12.2851,-1.0363,1119.68,433.004,0,0,0.00120473,0.0001817,-0.03002,1.57757,0.0419191,1.5789,0,0
714,0.131525,-2.50399,-3.70073,3.75061,1120.13,11.9838,-0.356801,1119.95,437.215,0,0,0.00120473,0.0001817,-0.0307224,1.5701,0.0419968,1.57146,0,0
715,0.128835,-2.50387,-3.69652,3.75561,1121.43,11.7663,1.3572,1121.22,440.571,0,0,0.00120473,0.0001817,-0.0311158,1.57037,0.0412457,1.5717,0,0
716,0.126144,-2.50375,-3.69231,3.7606,1123.29,11.5937,3.62655,1123.02,443.468,0,0,0.00120473,0.0001817,-0.0313434,1.5748,0.0400496,1.57607,0,0
717,0.123454,-2.50363,-3.68811,3.7656,1123.18,11.5061,5.14748,1122.85,446.929,0,0,0.00120473,0.0001817,-0.031662,1.57376,0.0374299,1.57504,0,0
718,0.120764,-2.50351,-3.6839,3.7706,1121.94,11.4673,6.24001,1121.54,450.712,0,0,0.00120473,0.0001817,-0.0320328,1.56959,0.0339953,1.57091,0,0
719,0.118074,-2.50339,-3.67969,3.77559,1120.7,11.4285,7.33255,1120.23,454.495,0,0,0.00120473,0.0001817,-0.0324037,1.56542,0.0305608,1.56679,0,0
720,0.115384,-2.50327,-3.67548,3.78059,1119.46,11.3896,8.42535,1118.92,458.278,0,0,0.00120473,0.0001817,-0.0327745,1.56126,0.0271264,1.56266,0,0
721,0.112693,-2.50315,-3.67127,3.78559,1118.22,11.3508,9.51789,1117.61,462.061,0,0,0.00120473,0.0001817,-0.0331453,1.55709,0.0236918,1.55854,0,0
722,0.109081,-2.50302,-3.66751,3.79081,1117.83,11.0159,10.4616,1117.16,465.756,0,0,0.00120473,0.0001817,-0.0334445,1.55203,0.0197348,1.55351,0,0
723,0.105469,-2.50289,-3.66374,3.79602,1117.44,10.6811,11.4053,1116.7,469.451,0,0,0.00120473,0.0001817,-0.0337437,1.54696,0.0157777,1.54848,0,0
724,0.101856,-2.50276,-3.65998,3.80124,1117.05,10.3462,12.349,1116.25,473.145,0,0,0.00120473,0.0001817,-0.0340429,1.5419,0.0118206,1.54345,0,0
725,0.0982437,-2.50264,-3.65622,3.80646,1116.66,10.0114,13.2924,1115.8,476.84,0,0,0.00120473,0.0001817,-0.0343421,1.53683,0.00786331,1.53842,0,0
726,0.0946312,-2.50251,-3.65245,3.81168,1116.27,9.67654,14.2361,1115.34,480.534,0,0,0.00120473,0.0001817,-0.0346412,1.53177,0.00390629,1.53339,0,0
727,0.0910188,-2.50238,-3.64869,3.8169,1115.88,9.34171,15.1798,1114.89,484.229,0,0,0.00120473,0.0001817,-0.0349405,1.52671,-5.08E-05,1.52836,0,0
728,0.0874063,-2.50225,-3.64493,3.82211,1115.49,9.00685,16.1235,1114.43,487.923,0,0,0.00120473,0.0001817,-0.0352396,1.52164,-0.00400786,1.52333,0,0
729,0.0837939,-2.50212,-3.64116,3.82733,1115.1,8.67199,17.0671,1113.98,491.617,0,0,0.00120473,0.0001817,-0.0355388,1.51658,-0.00796488,1.5183,0,0
730,0.0801814,-2.50199,-3.6374,3.83255,1114.71,8.33716,18.0109,1113.53,495.312,0,0,0.00120473,0.0001817,-0.035838,1.51151,-0.011922,1.51327,0,0
731,0.076569,-2.50186,-3.63364,3.83777,1114.32,8.00234,18.9543,1113.07,499.007,0,0,0.00120473,0.0001817,-0.0361372,1.50645,-0.0158793,1.50824,0,0
